[vite] connecting... client:743:9
[vite] connected. client:866:15
[2025-04-06T03:08:01.709Z] [INFO] main.ts executing... logger.ts:61:15
[2025-04-06T03:08:01.709Z] [INFO] main.ts finished initial execution. logger.ts:61:15
[2025-04-06T03:08:01.712Z] [INFO] DOM fully loaded. logger.ts:61:15
[2025-04-06T03:08:01.712Z] [INFO] Initializing game... logger.ts:61:15
[2025-04-06T03:08:01.712Z] [INFO] [Game] Constructing instance... logger.ts:61:15
[2025-04-06T03:08:01.713Z] [INFO] [RendererFacade] Constructing... logger.ts:61:15
[2025-04-06T03:08:01.713Z] [DEBUG] [ScreenBuffer] Instance created. logger.ts:58:15
[2025-04-06T03:08:01.713Z] [DEBUG] [DrawingContext] Instance created. logger.ts:58:15
[2025-04-06T03:08:01.713Z] [INFO] [PerlinNoise] Initializing instance with seed: "haunting beauty_nebula" logger.ts:61:15
[2025-04-06T03:08:01.713Z] [INFO] [PerlinNoise:haunting beauty_nebula] Instance created and PRNG seeded. logger.ts:61:15
[2025-04-06T03:08:01.713Z] [INFO] [NebulaRenderer] Initialized with seed "haunting beauty_nebula" and 3 base colors. logger.ts:61:15
[2025-04-06T03:08:01.714Z] [DEBUG] [StatusBarUpdater] Instance created. logger.ts:58:15
[2025-04-06T03:08:01.715Z] [DEBUG] [StatusBarUpdater.updateMaxChars] Status bar max chars estimated: 1050 logger.ts:58:15
[2025-04-06T03:08:01.716Z] [DEBUG] [SceneRenderer] Instance created. logger.ts:58:15
[2025-04-06T03:08:01.716Z] [INFO] [RendererFacade] All components instantiated. logger.ts:61:15
[2025-04-06T03:08:01.716Z] [DEBUG] [RendererFacade.fitToScreen] Adjusting... logger.ts:58:15
[2025-04-06T03:08:01.716Z] [INFO] [ScreenBuffer.updateDimensions] Dimensions updated: Grid=180x90, CharSize=16.0x16.0px logger.ts:61:15
[2025-04-06T03:08:01.716Z] [INFO] [ScreenBuffer.initBuffers] Initializing buffers for 180x90 grid (16200 cells) logger.ts:61:15
[2025-04-06T03:08:01.717Z] [DEBUG] [ScreenBuffer.initBuffers] Buffers initialized. logger.ts:58:15
[2025-04-06T03:08:01.717Z] [DEBUG] [StatusBarUpdater.updateMaxChars] Status bar max chars estimated: 1047 logger.ts:58:15
[2025-04-06T03:08:01.717Z] [DEBUG] [NebulaRenderer.clearCache] Clearing nebula color cache. logger.ts:58:15
[2025-04-06T03:08:01.717Z] [INFO] [RendererFacade.fitToScreen] Resized complete. Grid: 180x90 logger.ts:61:15
[2025-04-06T03:08:01.717Z] [INFO] [RendererFacade] Construction complete. logger.ts:61:15
[2025-04-06T03:08:01.717Z] [INFO] Player initialized. Start World: [0, 0], Char: @, Credits: 1000, Fuel: 500/500, Cargo Cap: 100 logger.ts:61:15
[2025-04-06T03:08:01.717Z] [DEBUG] [InputManager] Instance created. logger.ts:58:15
[2025-04-06T03:08:01.717Z] [DEBUG] [InputManager] Key to action map built: {} logger.ts:58:15
[2025-04-06T03:08:01.717Z] [INFO] [GameStateManager] Initialized. Initial state: 'hyperspace' logger.ts:61:15
[2025-04-06T03:08:01.717Z] [DEBUG] [ActionProcessor] Instance created. logger.ts:58:15
[2025-04-06T03:08:01.717Z] [DEBUG] [Game] Handling window resize... logger.ts:58:15
[2025-04-06T03:08:01.717Z] [DEBUG] [RendererFacade.fitToScreen] Adjusting... logger.ts:58:15
[2025-04-06T03:08:01.718Z] [DEBUG] [ScreenBuffer.updateDimensions] CharSize updated: 16.0x16.0px (Grid size unchanged) logger.ts:58:15
[2025-04-06T03:08:01.718Z] [DEBUG] [StatusBarUpdater.updateMaxChars] Status bar max chars estimated: 1047 logger.ts:58:15
[2025-04-06T03:08:01.718Z] [DEBUG] [NebulaRenderer.clearCache] Clearing nebula color cache. logger.ts:58:15
[2025-04-06T03:08:01.718Z] [INFO] [RendererFacade.fitToScreen] Resized complete. Grid: 180x90 logger.ts:61:15
[2025-04-06T03:08:01.718Z] [INFO] [Game] Instance constructed. Seed: "haunting beauty", Initial State: 'hyperspace' logger.ts:61:15
[2025-04-06T03:08:04.055Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:04.072Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:04.088Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:04.105Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:04.121Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:04.139Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:04.154Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:04.171Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:04.189Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:04.205Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:04.221Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:04.237Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:04.255Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:04.271Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:04.288Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:04.305Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:04.322Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:04.339Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:04.354Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:04.371Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:04.388Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:04.405Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:04.422Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:04.438Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:04.455Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:04.471Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:04.488Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:04.504Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:04.521Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:04.538Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:04.556Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:04.572Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:04.588Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:04.605Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:04.622Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:04.638Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:04.655Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:04.672Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:04.688Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:04.705Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:04.722Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:04.739Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:04.754Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:04.772Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:04.788Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:04.804Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:04.822Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:04.838Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:04.855Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:04.871Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:04.889Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:04.905Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:04.921Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:04.938Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:04.955Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:04.972Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:04.988Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:05.005Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:05.021Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:05.038Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:05.055Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:05.071Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:05.088Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:05.105Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:05.121Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:05.138Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:05.155Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:05.171Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:05.189Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:05.204Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:05.221Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:05.239Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:05.255Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:05.272Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:05.288Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:05.304Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:05.320Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:05.338Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:05.354Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:05.371Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:05.388Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:05.405Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:05.422Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:05.437Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:05.454Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:05.471Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:05.488Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:05.505Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:05.521Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:05.539Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:05.555Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:05.571Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:05.587Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:05.605Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:05.622Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:05.638Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:05.655Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:05.671Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:05.688Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:05.704Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:05.721Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:05.738Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:05.754Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:05.771Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:05.787Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:05.805Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:05.822Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:05.838Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:05.855Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:05.871Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:05.888Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:05.904Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:05.921Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:05.937Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:05.955Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:05.972Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:05.988Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:06.005Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:06.021Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:06.038Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:06.055Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:06.071Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:06.088Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:06.104Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:06.121Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:06.138Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:06.154Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:06.171Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:06.188Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:06.205Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:06.221Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:06.238Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:06.255Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:06.272Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:06.289Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:06.305Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:06.322Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:06.338Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:06.354Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:06.371Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:06.388Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:06.405Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:06.421Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:06.438Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:06.456Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:06.472Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:06.488Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:06.504Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:06.522Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:06.538Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:06.555Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:06.572Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:06.588Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:06.605Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:06.621Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:06.638Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:06.654Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:06.671Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:06.689Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:06.705Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:06.722Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:06.738Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:06.755Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:06.771Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:06.788Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:06.805Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:06.821Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:06.838Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:06.854Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:06.871Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:06.889Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:06.905Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:06.922Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:06.938Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:06.955Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:06.971Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:06.988Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:07.004Z] [INFO] >>> Game._processInput Tick. State: hyperspace. Just Pressed Actions: [None] logger.ts:61:15
